Kind;Name;Description
logging.v2.metric;update;Creates or updates a logs-based metric.
logging.v2.sink;create;Creates a sink that exports specified log entries to a destination.
logging.v2.sink;delete;Deletes a sink.
logging.v2.sink;get;Gets a sink.
logging.v2.sink;list;Lists sinks.
logging.v2.sink;update;Updates a sink.
pubsub.v1.subscription;acknowledge;Acknowledges the messages associated with the ack_ids in the AcknowledgeRequest.
pubsub.v1.subscription;create;Creates a subscription to a given topic.
pubsub.v1.subscription;delete;Deletes an existing subscription.
pubsub.v1.subscription;get;Gets the configuration details of a subscription.
pubsub.v1.subscription;getIamPolicy;Gets the access control policy for a resource.
pubsub.v1.subscription;list;Lists matching subscriptions.
pubsub.v1.subscription;modifyAckDeadline;Modifies the ack deadline for a specific message.
pubsub.v1.subscription;modifyPushConfig;Modifies the PushConfig for a specified subscription.
pubsub.v1.subscription;pull;Pulls messages from the server.
pubsub.v1.subscription;setIamPolicy;Sets the access control policy on the specified resource.
pubsub.v1.subscription;testIamPermissions;Returns permissions that a caller has on the specified resource.
pubsub.v1.topic;create;Creates the given topic with the given name.
pubsub.v1.topic;delete;Deletes the topic with the given name.
pubsub.v1.topic;get;Gets the configuration of a topic.
pubsub.v1.topic;getIamPolicy;Gets the access control policy for a resource.
pubsub.v1.topic;list;Lists matching topics.
pubsub.v1.topic;publish;Adds one or more messages to the topic.
pubsub.v1.topic;setIamPolicy;Sets the access control policy on the specified resource.
pubsub.v1.topic;testIamPermissions;Returns permissions that a caller has on the specified resource.
runtimeconfig.v1beta1.config;create;Creates a new RuntimeConfig resource.
runtimeconfig.v1beta1.config;delete;Deletes a RuntimeConfig resource.
runtimeconfig.v1beta1.config;get;Gets information about a RuntimeConfig resource.
runtimeconfig.v1beta1.config;getIamPolicy;Gets the access control policy for a resource.
runtimeconfig.v1beta1.config;list;Lists all the RuntimeConfig resources within project.
runtimeconfig.v1beta1.config;setIamPolicy;Sets the access control policy on the specified resource.
runtimeconfig.v1beta1.config;testIamPermissions;Returns permissions that a caller has on the specified resource.
runtimeconfig.v1beta1.config;update;Updates a RuntimeConfig resource.
runtimeconfig.v1beta1.variable;create;Creates a variable within the given configuration.
runtimeconfig.v1beta1.variable;delete;Deletes a variable or multiple variables.
runtimeconfig.v1beta1.variable;get;Gets information about a single variable.
runtimeconfig.v1beta1.variable;list;Lists variables within given a configuration, matching any provided filters.
runtimeconfig.v1beta1.variable;testIamPermissions;Returns permissions that a caller has on the specified resource.
runtimeconfig.v1beta1.variable;update;Updates an existing variable with a new value.
runtimeconfig.v1beta1.variable;watch;Watches a specific variable and waits for a change in the variable's value.
runtimeconfig.v1beta1.waiter;create;Creates a Waiter resource.
runtimeconfig.v1beta1.waiter;delete;Deletes the waiter with the specified name.
runtimeconfig.v1beta1.waiter;get;Gets information about a single waiter.
runtimeconfig.v1beta1.waiter;list;List waiters within the given configuration.
runtimeconfig.v1beta1.waiter;testIamPermissions;Returns permissions that a caller has on the specified resource.
sqladmin.v1beta4.database;delete;Deletes a database from a Cloud SQL instance.
sqladmin.v1beta4.database;get;Retrieves a resource containing information about a database inside a Cloud SQL instance.
sqladmin.v1beta4.database;insert;Creates a new database inside a Cloud SQL instance.
sqladmin.v1beta4.database;list;Lists databases in the specified Cloud SQL instance.
sqladmin.v1beta4.database;patch;Updates a resource containing information about a database inside a Cloud SQL instance using patch semantics.
sqladmin.v1beta4.database;update;Updates a resource containing information about a database inside a Cloud SQL instance.
sqladmin.v1beta4.instance;clone;Creates a Cloud SQL instance as a clone of the source instance.
sqladmin.v1beta4.instance;delete;Deletes a Cloud SQL instance.
sqladmin.v1beta4.instance;export;Exports data from a Cloud SQL instance to a Google Cloud Storage bucket as a MySQL dump or CSV file.
sqladmin.v1beta4.instance;failover;Failover the instance to its failover replica instance.
sqladmin.v1beta4.instance;get;Retrieves a resource containing information about a Cloud SQL instance.
sqladmin.v1beta4.instance;import;Imports data into a Cloud SQL instance from a MySQL dump or CSV file in a Google Cloud Storage bucket.
sqladmin.v1beta4.instance;insert;Creates a new Cloud SQL instance.
sqladmin.v1beta4.instance;list;Lists instances under a given project in alphabetical order by instance name.
sqladmin.v1beta4.instance;patch;Updates settings of a Cloud SQL instance using patch semantics.
sqladmin.v1beta4.instance;promoteReplica;Promotes the read replica instance to be a stand-alone Cloud SQL instance.
sqladmin.v1beta4.instance;resetSslConfig;Deletes all client certificates and generates a new server SSL certificate for the instance.
sqladmin.v1beta4.instance;restart;Restarts a Cloud SQL instance.
sqladmin.v1beta4.instance;restoreBackup;Restores a backup of a Cloud SQL instance.
sqladmin.v1beta4.instance;startReplica;Starts the replication in the read replica instance.
sqladmin.v1beta4.instance;stopReplica;Stops the replication in the read replica instance.
sqladmin.v1beta4.instance;truncateLog;Truncate MySQL general and slow query log tables
sqladmin.v1beta4.instance;update;Updates settings of a Cloud SQL instance.
storage.v1.bucket;delete;Permanently deletes an empty bucket.
storage.v1.bucket;get;Returns metadata for the specified bucket.
storage.v1.bucket;getIamPolicy;Returns an IAM policy for the specified bucket.
storage.v1.bucket;insert;Creates a new bucket.
storage.v1.bucket;list;Retrieves a list of buckets for a given project.
storage.v1.bucket;patch;Updates a bucket. Changes to the bucket will be readable immediately after writing, but configuration changes may take time to propagate. This method supports patch semantics.
storage.v1.bucket;setIamPolicy;Updates an IAM policy for the specified bucket.
storage.v1.bucket;testIamPermissions;Tests a set of permissions on the given bucket to see which, if any, are held by the caller.
storage.v1.bucket;update;Updates a bucket. Changes to the bucket will be readable immediately after writing, but configuration changes may take time to propagate. This method supports patch semantics.
storage.v1.bucketAccessControl;delete;Permanently deletes the ACL entry for the specified entity on the specified bucket.
storage.v1.bucketAccessControl;get;Returns the ACL entry for the specified entity on the specified bucket.
storage.v1.bucketAccessControl;insert;Creates a new ACL entry on the specified bucket.
storage.v1.bucketAccessControl;list;Retrieves ACL entries on a specified bucket.
storage.v1.bucketAccessControl;patch;Updates an ACL entry on the specified bucket. This method supports patch semantics.
storage.v1.bucketAccessControl;update;Updates an ACL entry on the specified bucket.
storage.v1.defaultObjectAccessControl;delete;Permanently deletes the default object ACL entry for the specified entity on the specified bucket.
storage.v1.defaultObjectAccessControl;get;Returns the default object ACL entry for the specified entity on the specified bucket.
storage.v1.defaultObjectAccessControl;insert;Creates a new default object ACL entry on the specified bucket.
storage.v1.defaultObjectAccessControl;list;Retrieves default object ACL entries on the specified bucket.
storage.v1.defaultObjectAccessControl;patch;Updates a default object ACL entry on the specified bucket. This method supports patch semantics.
storage.v1.defaultObjectAccessControl;update;Updates a default object ACL entry on the specified bucket.
storage.v1.object;compose;Concatenates a list of existing objects into a new object in the same bucket.
storage.v1.object;copy;Copies a source object to a destination object. Optionally overrides metadata.
storage.v1.object;delete;Deletes an object and its metadata. Deletions are permanent if versioning is not enabled for the bucket, or if the generation parameter is used.
storage.v1.object;get;Retrieves an object or its metadata.
storage.v1.object;getIamPolicy;Returns an IAM policy for the specified object.
storage.v1.object;insert;Stores a new object and metadata. For tips on uploading to Google Cloud Storage, see best practices.
storage.v1.object;list;Retrieves a list of objects matching the criteria.
storage.v1.object;patch;Updates a data blob's associated metadata. This method supports patch semantics.
storage.v1.object;rewrite;Rewrites a source object to a destination object. Optionally overrides metadata.
storage.v1.object;setIamPolicy;Updates an IAM policy for the specified object.
storage.v1.object;testIamPermissions;Tests a set of permissions on the given object to see which, if any, are held by the caller.
storage.v1.object;update;Updates an object's metadata.
storage.v1.object;watchAll;Watch for changes on all objects in a bucket.
storage.v1.objectAccessControl;delete;Permanently deletes the ACL entry for the specified entity on the specified object.
storage.v1.objectAccessControl;get;Returns the ACL entry for the specified entity on the specified object.
storage.v1.objectAccessControl;insert;Creates a new ACL entry on the specified object.
storage.v1.objectAccessControl;list;Retrieves ACL entries on the specified object.
storage.v1.objectAccessControl;patch;Updates an ACL entry on the specified object. This method supports patch semantics.
storage.v1.objectAccessControl;update;Updates an ACL entry on the specified object.
